,keyword,addition
sdl028755074 -> sdl065170807,1,1
sdl028741279 -> sdl028794850,1,1
sdl028677474 -> sdl042641661,1,1
machiner -> man,1,1
sdl028643353 -> sdl201240316,1,1
sdl028598335 -> sdl217798296,1,1
machinery -> mechanical,1,1
sdl028598335 -> sdl137580269,1,1
machines -> machine,1,1
machines -> medicine,1,1
sdl027704462 -> sdl028010667,1,1
sdl032005592 -> sdl032167062,1,1
machines -> saw,1,1
maching -> machining,1,1
maching -> mask,1,1
maching -> philips,1,1
sdl027425935 -> sdl028677474,1,1
sdl027401947 -> sdl130247221,1,1
sdl027385147 -> sdl027489032,1,1
machinw -> macine,1,1
sdl027285333 -> sdl086085832,1,1
sdl027265703 -> sdl027385147,1,1
sdl027216345 -> sdl031718838,1,1
sdl027184966 -> sdl027265703,1,1
machion -> rager,1,1
sdl027182845 -> sdl088330592,1,1
sdl027148928 -> sdl520885941,1,1
sdl027148928 -> sdl027184966,1,1
machines -> system,1,1
sdl027489032 -> sdl027544008,1,1
sdl027692087 -> sdl027704462,1,1
machines -> press,1,1
machines -> metal,1,1
sdl027676755 -> sdl098631081,1,1
sdl027623794 -> sdl060370463,1,1
sdl027623794 -> sdl027692087,1,1
sdl027573737 -> sdl039153064,1,1
sdl027544008 -> sdl133315984,1,1
machines -> meter,1,1
sdl027544008 -> sdl034189618,1,1
machines -> needle,1,1
sdl027544008 -> sdl027623794,1,1
sdl027489032 -> sdl059128132,1,1
machines -> pan,1,1
machines -> papers,1,1
sdl027489032 -> sdl048199420,1,1
sdl027489032 -> sdl041581780,1,1
sdl028855294 -> sdl029166581,1,1
sdl029114461 -> sdl038256545,1,1
sdl029166581 -> sdl029318844,1,1
sdl031116980 -> sdl031186503,1,1
sdl031036644 -> sdl031116980,1,1
sdl031015144 -> sdl031577936,1,1
sdl031015144 -> sdl031036644,1,1
sdl030963065 -> sdl031015144,1,1
sdl030888078 -> sdl030963065,1,1
sdl030785209 -> sdl055789173,1,1
sdl030668339 -> sdl030888078,1,1
sdl030659472 -> sdl041050487,1,1
sdl030649014 -> sdl622088996,1,1
machine -> size,1,1
sdl030436312 -> sdl089018593,1,1
sdl030424648 -> sdl030668339,1,1
sdl030410715 -> sdl032211144,1,1
sdl030399529 -> sdl030424648,1,1
sdl030311622 -> sdl030399529,1,1
sdl031095557 -> sdl031418254,1,1
sdl031116980 -> sdl717302409,1,1
sdl029287472 -> sdl269206440,1,1
sdl031186503 -> sdl031401766,1,1
sdl031975803 -> sdl037693999,1,1
sdl031972876 -> sdl096976686,1,1
sdl031853964 -> sdl032005592,1,1
sdl031849115 -> sdl031853964,1,1
sdl031794252 -> sdl064195182,1,1
sdl031766670 -> sdl031849115,1,1
sdl031718838 -> sdl038422636,1,1
sdl031577936 -> sdl042620621,1,1
sdl031577936 -> sdl031766670,1,1
sdl031573870 -> sdl034291721,1,1
sdl031544659 -> sdl031577936,1,1
sdl031517656 -> sdl031544659,1,1
sdl031418254 -> sdl032100583,1,1
sdl031401766 -> sdl031517656,1,1
sdl031191939 -> sdl060453543,1,1
sdl030245507 -> sdl132305972,1,1
machine -> smith,1,1
sdl030245507 -> sdl030311622,1,1
sdl030187350 -> sdl037838388,1,1
sdl029591947 -> sdl029624650,1,1
sdl029591281 -> sdl029617815,1,1
machine -> tool,1,1
machine -> tools,1,1
machine -> toys,1,1
sdl029490614 -> sdl029591281,1,1
sdl029468350 -> sdl029490614,1,1
sdl029453291 -> sdl043556984,1,1
sdl029453291 -> sdl029468350,1,1
sdl029423013 -> sdl029950322,1,1
machine -> twist,1,1
machine -> vending,1,1
machine -> watches,1,1
sdl029318844 -> sdl032933722,1,1
sdl029318844 -> sdl029453291,1,1
sdl029591947 -> sdl029806929,1,1
machine -> storage,1,1
machine -> stand,1,1
sdl029950322 -> sdl033221981,1,1
sdl030110762 -> sdl030245507,1,1
sdl030071786 -> sdl030110762,1,1
machine -> speedometer,1,1
machine -> sprinkler,1,1
sdl030017601 -> sdl051908613,1,1
sdl029962294 -> sdl030017601,1,1
sdl029813270 -> sdl070743823,1,1
sdl029605979 -> sdl034477909,1,1
machine -> stamina,1,1
sdl029806929 -> sdl030071786,1,1
sdl029799297 -> sdl029806929,1,1
sdl029634155 -> sdl029799297,1,1
sdl029624650 -> sdl029806929,1,1
sdl029617815 -> sdl029634155,1,1
sdl018087642 -> sdl018221403,1,1
sdl018027223 -> sdl044370039,1,1
machine -> pro,1,1
sdl007599541 -> sdl007599709,1,1
sdl007536677 -> sdl007599541,1,1
sdl007530015 -> sdl201270172,1,1
sdl007530015 -> sdl008162029,1,1
sdl007497303 -> sdl148276776,1,1
sdl007481322 -> sdl007536677,1,1
magnetron -> magnets,1,1
sdl007479861 -> sdl008997902,1,1
sdl007424693 -> sdl007481322,1,1
magnets -> man,1,1
sdl007399585 -> sdl011656954,1,1
magnets -> mats,1,1
sdl007399585 -> sdl007424693,1,1
sdl007337233 -> sdl007399585,1,1
sdl007213379 -> sdl007337233,1,1
magnets -> olay,1,1
magnetic -> strip,1,1
sdl007599709 -> sdl007652603,1,1
sdl007043278 -> sdl018071133,1,1
sdl007652603 -> sdl007661139,1,1
sdl008318952 -> sdl011775058,1,1
sdl008209378 -> sdl025768555,1,1
sdl008209378 -> sdl014355753,1,1
sdl008209378 -> sdl008478598,1,1
magnetic -> pillow,1,1
sdl008162029 -> sdl042483249,1,1
sdl008027858 -> sdl009709320,1,1
sdl008022911 -> sdl035581720,1,1
sdl007914916 -> sdl008209378,1,1
sdl007913547 -> sdl019916315,1,1
sdl007913547 -> sdl009705795,1,1
sdl007849735 -> sdl011545848,1,1
sdl007694622 -> sdl008320746,1,1
sdl007688374 -> sdl007694622,1,1
sdl007661139 -> sdl007688374,1,1
sdl007057385 -> sdl010826392,1,1
sdl007040041 -> sdl007213379,1,1
magnetic -> moto69,1,1
sdl006287536 -> sdl006307567,1,1
sdl006241938 -> sdl006252686,1,1
magnets -> trolley,1,1
sdl006224023 -> sdl072608331,1,1
sdl006224023 -> sdl054322117,1,1
sdl006223876 -> soundbar,1,1
sdl006214519 -> sdl872882478,1,1
sdl006157657 -> sdl006241938,1,1
sdl006087534 -> sdl012700441,1,1
sdl006076111 -> sdl068653658,1,1
magnifica -> magnifier,1,1
sdl006076111 -> sdl040534468,1,1
sdl006076111 -> sdl026680767,1,1
sdl006076111 -> sdl006287536,1,1
sdl006052739 -> sdl006076111,1,1
sdl006021305 -> sdl265542063,1,1
sdl006252686 -> sdl007914916,1,1
sdl006307567 -> sdl006648921,1,1
sdl007021447 -> sdl050769143,1,1
sdl006371260 -> sdl027489032,1,1
sdl007017558 -> sdl015022130,1,1
sdl007013099 -> sdl007040041,1,1
sdl006965251 -> sdl007913547,1,1
sdl006875446 -> sdl008027858,1,1
sdl006819302 -> sdl007013099,1,1
sdl006806072 -> sdl057439717,1,1
sdl006748965 -> sdl006819302,1,1
sdl006648921 -> sdl006748965,1,1
sdl006637471 -> sdl010326666,1,1
magnets -> saree,1,1
magnets -> techtone,1,1
sdl006585560 -> sdl011262890,1,1
sdl006524050 -> sdl007043278,1,1
sdl006486182 -> sdl006875446,1,1
sdl006417593 -> sdl008963494,1,1
sdl008320746 -> sdl008334976,1,1
magnetic -> mirror,1,1
sdl017956864 -> sdl088934561,1,1
sdl009637045 -> sdl025768555,1,1
sdl009637045 -> sdl009709320,1,1
sdl009583501 -> sdl085373459,1,1
sdl009569117 -> sdl049626937,1,1
sdl009569117 -> sdl009637045,1,1
sdl009558227 -> sdl009569117,1,1
sdl009434540 -> sdl011927429,1,1
sdl009422538 -> sdl024323193,1,1
magnesium -> milton,1,1
sdl009422538 -> sdl009558227,1,1
sdl009413379 -> sdl009422538,1,1
sdl009379641 -> sdl009413379,1,1
sdl009324088 -> sdl009379641,1,1
sdl009283265 -> sdl065233412,1,1
sdl009283265 -> sdl026273065,1,1
sdl009283265 -> sdl022351215,1,1
magnate -> nydemiun,1,1
sdl009637045 -> sdl026887205,1,1
magnet -> magnetic,1,1
sdl009637045 -> sdl951789714,1,1
sdl010089536 -> sdl027544008,1,1
magna -> merritt,1,1
sdl010076101 -> sdl051700802,1,1
sdl010076101 -> sdl010226188,1,1
sdl010043403 -> sdl033072268,1,1
sdl010002139 -> sdl014734423,1,1
sdl009990161 -> sdl010076101,1,1
sdl009984501 -> sdl020058062,1,1
magna -> mobile,1,1
sdl009877144 -> sdl009990161,1,1
sdl009832983 -> sdl020167030,1,1
sdl009829574 -> sdl009877144,1,1
sdl009709320 -> sdl012176597,1,1
sdl009709320 -> sdl009829574,1,1
sdl009705795 -> sdl009832983,1,1
sdl009236467 -> sdl012344929,1,1
sdl009171025 -> sdl014423296,1,1
magnetic -> michelin,1,1
sdl008828493 -> sdl008930176,1,1
sdl008685416 -> sdl024004190,1,1
magnet -> men,1,1
sdl008667837 -> sdl011130691,1,1
sdl008656390 -> sdl008746506,1,1
magnet -> mountain,1,1
magnet -> phone,1,1
magnet -> polycarbonate,1,1
sdl008596142 -> sdl009087806,1,1
magnetic -> magnets,1,1
sdl008523414 -> sdl008656390,1,1
sdl008511002 -> sdl008523414,1,1
sdl008478598 -> sdl011969076,1,1
sdl008390898 -> sdl008596142,1,1
sdl008349748 -> sdl010002139,1,1
sdl008334976 -> sdl008511002,1,1
sdl008746506 -> sdl008828493,1,1
sdl008885306 -> sdl031975803,1,1
sdl009140892 -> sdl009324088,1,1
magnet -> mat,1,1
sdl009136450 -> sdl009140892,1,1
sdl009087806 -> sdl027930542,1,1
sdl009050455 -> sdl010043403,1,1
sdl008997902 -> sdl013694119,1,1
sdl008997902 -> sdl009136450,1,1
sdl008963494 -> sdl139496402,1,1
sdl008963494 -> sdl033221981,1,1
sdl008963494 -> sdl017813583,1,1
sdl008963494 -> sdl011095906,1,1
magnet -> mask,1,1
sdl008944403 -> sdl795446429,1,1
sdl008944403 -> sdl202831400,1,1
sdl008944403 -> sdl008997902,1,1
sdl008930176 -> sdl008944403,1,1
sdl008899158 -> sdl016645780,1,1
sdl006021305 -> sdl006052739,1,1
sdl005929990 -> sdl010226291,1,1
sdl005919252 -> sdl218197650,1,1
sdl003463695 -> sdl006087534,1,1
sdl003437311 -> sdl011656954,1,1
sdl003401327 -> sdl004180775,1,1
mah -> msh,1,1
mah -> rs,1,1
sdl003387800 -> sdl035483479,1,1
maha -> makhkha,1,1
mahabharat -> mahabharata,1,1
mahabharata -> ramayana,1,1
sdl003387800 -> sdl010076101,1,1
sdl003382761 -> sdl003644248,1,1
sdl003374346 -> sdl004713741,1,1
sdl003374346 -> sdl003597374,1,1
sdl003289924 -> sdl003374346,1,1
sdl003283555 -> sdl013786529,1,1
mahadev -> mahasev,1,1
sdl003446669 -> sdl003996058,1,1
mah -> mahs,1,1
sdl003222315 -> sdl003289924,1,1
sdl003479976 -> sdl378963405,1,1
sdl004081273 -> sdl218647224,1,1
sdl004081273 -> sdl026591250,1,1
sdl004056675 -> sdl137541049,1,1
sdl004038476 -> sdl006223876,1,1
sdl004016085 -> sdl004094278,1,1
sdl003996058 -> sdl004772451,1,1
sdl003951458 -> sdl006371260,1,1
sdl003812161 -> sdl030649014,1,1
sdl003812161 -> sdl004016085,1,1
sdl003662397 -> sdl498769407,1,1
sdl003662397 -> sdl037148903,1,1
sdl003644248 -> sdl008318952,1,1
sdl003608908 -> sdl003812161,1,1
sdl003597374 -> sdl003608908,1,1
sdl003578501 -> sdl003951458,1,1
sdl003244850 -> sdl260537663,1,1
sdl003176761 -> sdl158852560,1,1
sdl005919252 -> sdl006021305,1,1
sdl002872659 -> sdl002928103,1,1
maharaja -> mills,1,1
sdl002865737 -> selena,1,1
sdl002858707 -> sdl347890921,1,1
maharaja -> mixer,1,1
sdl002858707 -> sdl033448406,1,1
sdl002858707 -> sdl022757768,1,1
sdl002858707 -> sdl002872659,1,1
sdl002847047 -> sdl008667837,1,1
sdl002845781 -> sdl006806072,1,1
sdl002826417 -> sdl003033371,1,1
sdl002802389 -> sdl008885306,1,1
sdl002797517 -> sdl002858707,1,1
sdl002774435 -> sdl002935859,1,1
sdl002774435 -> sdl002797517,1,1
sdl002760626 -> sdl015801716,1,1
maharaja -> metal,1,1
sdl002889072 -> sdl013795378,1,1
sdl003169772 -> sdl003222315,1,1
sdl002905388 -> sdl004038476,1,1
sdl003127396 -> sdl003169772,1,1
mahadev -> official,1,1
sdl003067386 -> sdl003127396,1,1
sdl003045053 -> sdl003067386,1,1
mahagro -> otg,1,1
sdl003033371 -> sdl003283555,1,1
sdl003024635 -> sdl234999647,1,1
sdl003014575 -> sdl058218128,1,1
mahagro -> rocket,1,1
sdl002961630 -> sdl653061926,1,1
sdl002961630 -> sdl005565880,1,1
sdl002935859 -> sdl003446669,1,1
sdl002928720 -> sdl006637471,1,1
sdl002928103 -> sdl003045053,1,1
mahamantra -> mantra,1,1
sdl004094278 -> sdl004236177,1,1
sdl004142309 -> sdl020151009,1,1
sdl004142309 -> sdl086351253,1,1
sdl005557160 -> sdl014898960,1,1
magnifier -> power,1,1
magnifier -> ups,1,1
sdl005549151 -> sdl041943309,1,1
sdl005549151 -> sdl016371594,1,1
magnolia -> shoes,1,1
sdl005488035 -> sdl007849735,1,1
sdl005476511 -> sdl296469606,1,1
sdl005408195 -> sdl203210858,1,1
sdl005320238 -> sdl005674771,1,1
sdl005265853 -> sdl027148928,1,1
sdl005245345 -> sdl006157657,1,1
sdl005196202 -> sdl070306971,1,1
sdl005177256 -> sdl022351215,1,1
sdl005171765 -> sdl005320238,1,1
sdl005150735 -> sdl005171765,1,1
sdl005549151 -> sdl312303281,1,1
sdl005565880 -> sdl009283265,1,1
sdl004159757 -> sdl013459266,1,1
sdl005565880 -> sdl043945397,1,1
magnifier -> massager,1,1
sdl005882058 -> sdl005919252,1,1
sdl005869120 -> sdl005882058,1,1
magnifier -> microphone,1,1
sdl005868608 -> sdl006486182,1,1
sdl005868341 -> sdl005869120,1,1
sdl005842468 -> sdl005868341,1,1
sdl005833185 -> sdl018760462,1,1
sdl005806687 -> sdl014226907,1,1
sdl005769238 -> sdl106325775,1,1
sdl005721365 -> sdl005842468,1,1
sdl005712782 -> sdl622476919,1,1
sdl005703450 -> sdl035042067,1,1
sdl005674771 -> sdl005721365,1,1
sdl005626858 -> sdl008963494,1,1
sdl005121543 -> sdl005150735,1,1
sdl004990383 -> sdl007479861,1,1
magrace -> watches,1,1
sdl004946624 -> sdl005245345,1,1
sdl004431710 -> sdl004467452,1,1
sdl004417096 -> sdl012492850,1,1
sdl004405936 -> sdl004431710,1,1
sdl004379718 -> sdl457837655,1,1
sdl004379718 -> sdl059533450,1,1
sdl004379718 -> sdl015338383,1,1
sdl004379718 -> sdl014512188,1,1
sdl004379718 -> sdl012815398,1,1
sdl004379718 -> sdl004405936,1,1
sdl004347402 -> sdl015261793,1,1
sdl004284323 -> sdl004379718,1,1
sdl004236177 -> sdl004284323,1,1
sdl004231170 -> sdl031095557,1,1
sdl004183808 -> sdl015801716,1,1
sdl004180775 -> sdl004231170,1,1
sdl004431710 -> sdl011427624,1,1
sdl004431710 -> sdl090336640,1,1
mags -> name,1,1
sdl004713741 -> sdl004729574,1,1
sdl004918517 -> sdl044907386,1,1
mags -> masturbator,1,1
sdl004824210 -> sdl006076111,1,1
sdl004772451 -> sdl004946624,1,1
sdl004729574 -> sdl005121543,1,1
sdl004713741 -> sdl006417593,1,1
sdl004622172 -> sdl286429541,1,1
sdl004443549 -> sdl038317555,1,1
sdl004592618 -> sdl010213707,1,1
sdl004592618 -> sdl005868608,1,1
sdl004571566 -> sdl045191183,1,1
sdl004571566 -> sdl017575238,1,1
sdl004540649 -> sdl004713741,1,1
sdl004467452 -> sdl004540649,1,1
sdl010108666 -> sdl039249300,1,1
sdl010121480 -> sdl015801716,1,1
sdl010121480 -> sdl043945397,1,1
sdl015422396 -> sdl557630628,1,1
sdl015353323 -> sdl015676503,1,1
sdl015338383 -> sdl062591823,1,1
sdl015338383 -> sdl051674782,1,1
sdl015338383 -> sdl033102203,1,1
sdl015338383 -> sdl025334098,1,1
sdl015338383 -> sdl022855603,1,1
sdl015338383 -> sdl018181997,1,1
sdl015336154 -> sdl015353323,1,1
sdl015308965 -> sdl015336154,1,1
sdl015301983 -> sdl015308965,1,1
sdl015269320 -> sdl015301983,1,1
magi -> snacks,1,1
sdl015261793 -> sdl017536756,1,1
magic -> magicians,1,1
sdl015241098 -> sdl015269320,1,1
sdl015422396 -> sdl017219642,1,1
sdl015493998 -> sdl026991128,1,1
sdl015155111 -> sdl045177009,1,1
sdl015493998 -> sdl027623794,1,1
sdl015801716 -> sdl060370463,1,1
sdl015801716 -> sdl021586004,1,1
sdl015801716 -> sdl020167030,1,1
sdl015782135 -> sdl486982736,1,1
sdl015782135 -> sdl015941479,1,1
sdl015772993 -> sdl016921321,1,1
maggi -> yepme,1,1
maggie -> shoes,1,1
sdl015727675 -> sdl015782135,1,1
sdl015723968 -> sdl017011353,1,1
maggie -> slice,1,1
magi -> magic,1,1
sdl015676503 -> sdl015727675,1,1
sdl015607179 -> sdl141486039,1,1
sdl015586284 -> sdl022533198,1,1
magic -> magick,1,1
sdl015047598 -> sdl037581062,1,1
sdl013920628 -> sdl014224143,1,1
magic -> magna,1,1
sdl014512188 -> sdl015493998,1,1
sdl014512188 -> sdl014740245,1,1
sdl014512188 -> sdl014546850,1,1
magic -> man,1,1
sdl014433370 -> sdl021449530,1,1
sdl014423296 -> sdl018619402,1,1
sdl014400425 -> sdl014798649,1,1
sdl014355753 -> sdl014692351,1,1
sdl014279133 -> sdl014512188,1,1
sdl014226907 -> sdl588432341,1,1
sdl014226907 -> sdl074891040,1,1
sdl014226907 -> sdl067623421,1,1
sdl014226907 -> sdl040470831,1,1
sdl014226907 -> sdl018181997,1,1
sdl014226907 -> sdl014279133,1,1
sdl014512188 -> sdl048076149,1,1
sdl014546850 -> sdl014581337,1,1
sdl015047598 -> sdl015241098,1,1
sdl014581337 -> sdl014731230,1,1
sdl015022130 -> sdl026521730,1,1
sdl015011668 -> sdl018612856,1,1
sdl014992516 -> sdl108782066,1,1
sdl014898960 -> sdl127278956,1,1
sdl014898960 -> sdl036527573,1,1
sdl014898960 -> sdl019385816,1,1
sdl014898960 -> sdl016424928,1,1
sdl014898960 -> sdl015047598,1,1
sdl014852452 -> sdl084456876,1,1
sdl014798649 -> sdl015772993,1,1
sdl014740245 -> sdl015493998,1,1
sdl014734423 -> sdl031191939,1,1
sdl014731230 -> sdl014898960,1,1
sdl014692351 -> sdl032075521,1,1
sdl014581337 -> sdl038631205,1,1
sdl015801716 -> sdl133242160,1,1
sdl015860791 -> vim,1,1
sdl015941479 -> sdl016202500,1,1
sdl017540955 -> sdl017748608,1,1
sdl017536756 -> sdl053549196,1,1
sdl017522885 -> sdl017540955,1,1
sdl017472084 -> sdl032179174,1,1
sdl017472084 -> sdl019431838,1,1
maggi -> rs50,1,1
sdl017456074 -> sdl017522885,1,1
sdl017441851 -> sdl255106539,1,1
sdl017441188 -> sdl017456074,1,1
sdl017432050 -> sdl017441188,1,1
maggi -> sdl011455700,1,1
sdl017333878 -> sdl561269114,1,1
maggi -> sdl028598335,1,1
sdl017333878 -> sdl064243544,1,1
sdl017333878 -> sdl017540955,1,1
sdl017302678 -> sdl051777975,1,1
sdl017540955 -> sdl017569187,1,1
sdl017540955 -> sdl139972476,1,1
sdl016008090 -> sdl046560496,1,1
sdl017549471 -> sdl041639761,1,1
maggi -> pendrive,1,1
sdl017857179 -> sdl019813941,1,1
sdl017855962 -> sdl018087642,1,1
sdl017820436 -> sdl127449349,1,1
sdl017813583 -> sdl033221981,1,1
sdl017786122 -> sdl036556248,1,1
sdl017748608 -> sdl017857179,1,1
maggi -> perk,1,1
maggi -> pidiyashore,1,1
sdl017726039 -> sdl017855962,1,1
maggi -> priyagold,1,1
sdl017640041 -> sdl028563202,1,1
sdl017575238 -> sdl037402433,1,1
maggi -> rin,1,1
sdl017569187 -> sdl017726039,1,1
maggi -> sennheiser,1,1
sdl017302678 -> sdl025823148,1,1
sdl017232707 -> sdl017956864,1,1
sdl017219642 -> sdl017302678,1,1
sdl016603751Â -> sdl016717795,1,1
sdl016603751 -> sdl016603751Â,1,1
sdl016496150 -> sdl016603751,1,1
sdl016424928 -> sdl338477565,1,1
sdl016424928 -> sdl039249300,1,1
sdl016371594 -> sdl434808074,1,1
maggi -> tang,1,1
sdl016371594 -> sdl035628819,1,1
maggi -> telescope,1,1
sdl016371594 -> sdl016496150,1,1
sdl016333512 -> sdl033221981,1,1
sdl016202500 -> sdl016371594,1,1
maggi -> toor,1,1
maggi -> tropicana,1,1
maggi -> tupperware,1,1
maggi -> sunscreen,1,1
sdl016615575 -> sdl135429999,1,1
sdl016645780 -> sdl055688404,1,1
sdl017011353 -> sdl017549471,1,1
maggi -> slippers,1,1
sdl017209181 -> sdl017432050,1,1
sdl017139661 -> sdl017209181,1,1
sdl017085633 -> sdl055254736,1,1
maggi -> soap,1,1
sdl017025926 -> sdl032827651,1,1
sdl017009554 -> sdl017139661,1,1
sdl016717795 -> sdl016770394,1,1
sdl016995146 -> sdl017333878,1,1
maggi -> sonax,1,1
sdl016921321 -> sdl016995146,1,1
sdl016770394 -> sdl017009554,1,1
maggi -> sugar,1,1
sdl016717795 -> sdl376395463,1,1
sdl014224143 -> sdl014226907,1,1
sdl013918535 -> sdl394918103,1,1
sdl010213707 -> sdl017025926,1,1
sdl011427624 -> sdl090633686,1,1
sdl011320438 -> sdl011338237,1,1
sdl011262890 -> sdl012987190,1,1
sdl011246085 -> sdl242163512,1,1
sdl011245025 -> sdl011320438,1,1
sdl011236091 -> sdl011245025,1,1
sdl011206278 -> sdl013249973,1,1
sdl011170197 -> sdl011236091,1,1
sdl011155944 -> sdl059875663,1,1
sdl011154039 -> sdl011618012,1,1
sdl011130691 -> sdl080480434,1,1
sdl011126900 -> sdl937324055,1,1
sdl011102588 -> sdl880673418,1,1
sdl011095906 -> sdl285940263,1,1
sdl011095906 -> sdl016333512,1,1
sdl011095906 -> sdl011170197,1,1
sdl011338237 -> sdl011467109,1,1
sdl011455700 -> sdl012032184,1,1
sdl011057764 -> sdl011095906,1,1
sdl011467109 -> sdl011922040,1,1
sdl011969076 -> sdl012380760,1,1
magicool -> stabilizer,1,1
magie -> magikware,1,1
sdl011969076 -> sdl012020310,1,1
sdl011931115 -> sdl011969076,1,1
sdl011927429 -> sdl022326425,1,1
sdl011922040 -> sdl011931115,1,1
sdl011821852 -> sdl457594563,1,1
sdl011775058 -> sdl014433370,1,1
sdl011656954 -> sdl956375504,1,1
sdl011656954 -> sdl068344835,1,1
sdl011656954 -> sdl050528940,1,1
sdl011656954 -> sdl048174284,1,1
sdl011618012 -> sdl012624407,1,1
sdl011545848 -> sdl336309811,1,1
sdl011070804 -> sdl096354415,1,1
sdl010977726 -> sdl011057764,1,1
sdl013918535 -> sdl218647224,1,1
sdl010589028 -> sdl010728007,1,1
sdl010523079 -> sdl028428907,1,1
sdl010485391 -> sdl010581252,1,1
sdl010470391 -> sdl010485391,1,1
magista -> nike,1,1
sdl010443326 -> sdl010470391,1,1
sdl010387121 -> sdl010901157,1,1
sdl010387121 -> sdl010443326,1,1
magna -> max,1,1
magna -> membrane,1,1
sdl010323350 -> sdl019385816,1,1
sdl010232678 -> sdl013674315,1,1
sdl010226291 -> sdl465901616,1,1
sdl010226291 -> sdl101398616,1,1
sdl010226291 -> sdl014898960,1,1
sdl010226188 -> sdl010326666,1,1
sdl010581252 -> sdl010589028,1,1
sdl010589028 -> sdl021077127,1,1
sdl010961101 -> sdl010977726,1,1
sdl010589028 -> sdl099533815,1,1
sdl010913690 -> sdl010961101,1,1
sdl010901157 -> sdl011206278,1,1
sdl010901157 -> sdl010913690,1,1
sdl010896265 -> sdl010901157,1,1
sdl010878177 -> sdl010896265,1,1
magikmania -> saree,1,1
sdl010826392 -> sdl996823457,1,1
sdl010826392 -> sdl141341345,1,1
sdl010826392 -> sdl081651740,1,1
sdl010826392 -> sdl058384544,1,1
sdl010826392 -> sdl013903613,1,1
sdl010826392 -> sdl010878177,1,1
sdl010758850 -> sdl010826392,1,1
magista -> magistax,1,1
sdl010728007 -> sdl010758850,1,1
sdl012010153 -> sdl056737978,1,1
sdl012019629 -> sdl034763998,1,1
sdl012020310 -> sdl012165199,1,1
sdl013459266 -> sdl056798023,1,1
magic -> shampoo,1,1
sdl013430450 -> sdl013588219,1,1
sdl013387103 -> sdl013430450,1,1
sdl013333162 -> sdl963645783,1,1
sdl013333162 -> sdl013387103,1,1
sdl013324765 -> sdl013333162,1,1
sdl013257021 -> sdl013324765,1,1
sdl013249973 -> sdl017472084,1,1
sdl013249973 -> sdl013257021,1,1
sdl013185693 -> sdl013249973,1,1
sdl013170990 -> sdl181125549,1,1
sdl013170990 -> sdl013185693,1,1
sdl013144232 -> sdl015723968,1,1
sdl013138232 -> sdl013170990,1,1
sdl013103748 -> sdl064680275,1,1
magic -> powder,1,1
sdl013466285 -> sdl014898960,1,1
sdl012032184 -> sdl394564365,1,1
sdl013588219 -> sdl013667868,1,1
sdl013918535 -> sdl013920628,1,1
sdl013903613 -> sdl152629021,1,1
sdl013886695 -> sdl013918535,1,1
sdl013833835 -> sdl141074865,1,1
sdl013832677 -> sdl055199639,1,1
magic -> marathi,1,1
sdl013795378 -> sdl029423013,1,1
sdl013786529 -> sdl038746544,1,1
sdl013786529 -> sdl014400425,1,1
sdl013710235 -> sdl013886695,1,1
sdl013709995 -> sdl013710235,1,1
sdl013694119 -> sdl022995637,1,1
sdl013674315 -> sdl015801716,1,1
sdl013667868 -> sdl013709995,1,1
sdl013612464 -> sdl014992516,1,1
sdl013103748 -> sdl013138232,1,1
magic -> shoes,1,1
magic -> spin,1,1
sdl013091085 -> sdl022746475,1,1
sdl012492850 -> sdl021527558,1,1
sdl012492850 -> sdl012936497,1,1
sdl012438331 -> sdl012492850,1,1
sdl012393458 -> sdl012438331,1,1
sdl012380760 -> sdl013786529,1,1
magical -> magic,1,1
magical -> puzzle,1,1
sdl012344929 -> sdl039325289,1,1
sdl012338552 -> sdl012393458,1,1
sdl012306604 -> sdl026410623,1,1
sdl012306604 -> sdl023064338,1,1
sdl012286957 -> sdl013833835,1,1
sdl012221211 -> sdl015586284,1,1
rainshed -> tarpaulin,1,1
sdl012165199 -> sdl012338552,1,1
sdl012594245 -> sdl278454845,1,1
sdl012605316 -> sdl199659159,1,1
sdl012624407 -> sdl020579069,1,1
magic -> surya,1,1
sdl013030855 -> sdl319413495,1,1
sdl012987190 -> sdl015011668,1,1
sdl012936497 -> sdl212887846,1,1
sdl012936497 -> sdl116837539,1,1
sdl012936497 -> sdl039249300,1,1
sdl012936497 -> sdl020833236,1,1
sdl012936497 -> sdl013103748,1,1
sdl012699881 -> sdl122109156,1,1
sdl012815398 -> sdl014512188,1,1
sdl012800378 -> sdl126100113,1,1
sdl012755770 -> sdl013144232,1,1
sdl012703241 -> sdl479951142,1,1
magic -> universal,1,1
sdl012700441 -> sdl081551509,1,1
sdl036527573 -> sdl036542180,1,1
sdl036527573 -> sdl056236194,1,1
sdl084146256 -> sdl171448086,1,1
sdl065688513 -> sdl065763764,1,1
sdl065466845 -> sdl383584728,1,1
sdl065466845 -> sdl065854668,1,1
sdl065403814 -> sdl065688513,1,1
sdl065400018 -> sdl086350480,1,1
sdl065359185 -> sdl065403814,1,1
sdl065342601 -> sdl099716302,1,1
sdl065342601 -> sdl065359185,1,1
sdl065254491 -> sdl114191069,1,1
sdl065233412 -> voltas,1,1
sdl065233412 -> sdl205067630,1,1
sdl065233412 -> sdl135281924,1,1
ma -> prime,1,1
sdl065233412 -> sdl090795589,1,1
sdl065233412 -> sdl085630756,1,1
sdl065233412 -> sdl078537021,1,1
ma -> mens,1,1
